place_id,place_name,review_rating,review_text,review_language,review_time,relative_time_description,author_name
ChIJfy8ySDMFdkgRn5M8REAIrY0,Costa Coffee,5,"I visited Costa Coffee and even though it was quite busy when I arrived, I was greeted with a warm hello straight away. The staff were friendly as always, and everything ran smoothly with no issues.

I was served by Andreea, who was lovely; she asked how I was and made my coffee quickly. The coffee was very good, just as expected.

Every time I come here, the staff are consistently nice, polite and very friendly. Kushbu is a star, knowing her regulars and their drink , very impressive!!
I’ve never had a single issue, and it’s always a pleasure to return. Highly recommended!",en,1769341291,2 weeks ago,Radoslav Rudnianin
ChIJfy8ySDMFdkgRn5M8REAIrY0,Costa Coffee,5,My Costa barista Adam is phenomenal he’s knows me by name and gets my order perfect!!! Adam is your guy :),en,1763655955,2 months ago,Catherine Peter
ChIJfy8ySDMFdkgRn5M8REAIrY0,Costa Coffee,5,"I always have a great experience at Costa, but I have to give a special shoutout to Prashant. His customer service is outstanding every single time I visit. He’s incredibly friendly, attentive, and genuinely cares about making each customer feel welcome. Whether it’s remembering my usual order or just offering a warm smile, Prashant goes above and beyond to make every visit a positive one.",en,1760888552,3 months ago,Muhammad Hammad Bin Shakoor
ChIJfy8ySDMFdkgRn5M8REAIrY0,Costa Coffee,5,Costa is a leauge of its own no other coffee shops compare. Guy on shift to day is very polite and welcoming of customers coming in. Keep up the great work dude 😎,en,1760956155,3 months ago,dans
ChIJfy8ySDMFdkgRn5M8REAIrY0,Costa Coffee,5,"I come here often even though as a cab driver im all over London i sometimes drive far to buy a coffee at this branch. Main reason being friendly and welcoming staff. In no particular order, kushbu, Preshant, Bhavani, Nisha, the tall man (forgot his name new and one part timer asian ) and last but not least Andrea. Thanks to all 🙏",en,1764858084,2 months ago,Art S
ChIJeysMHQAbdkgRomSmVwvtXrc,Costa Coffee,5,"Its one of the newest coffee shops in Edgware road.
Amazing atmosphere with friendly staff.",en,1766685019,a month ago,omar almzakki
ChIJeysMHQAbdkgRomSmVwvtXrc,Costa Coffee,5,"I visited Costa Coffee on Edgware Road today and had a lovely experience. Two friendly ladies took my order with a warm smile and provided excellent service. The atmosphere was clean and peaceful, and I felt very comfortable. Thank you for the professional and kind service. I will definitely come back again! 🌟☕️",en,1762487452,3 months ago,Polat Muhammed
ChIJeysMHQAbdkgRomSmVwvtXrc,Costa Coffee,4,"Average coffee and food - sandwich was a little too dry. Service was amazing - they were fast and friendly.

Shop is small with limited seating.",en,1553675014,6 years ago,Isabelle Tran
ChIJeysMHQAbdkgRomSmVwvtXrc,Costa Coffee,5,Nice and friendly and quick service,en,1759064665,4 months ago,Ganeshan Pratheepan
ChIJeysMHQAbdkgRomSmVwvtXrc,Costa Coffee,1,Shit service  and rude staff my wife eyesight is bad she went near the  till and I was reading the menu for her and the lady was very rude.totally unacceptable behaviour specially for disability person.and my phone was off we had train to catch I asked can I charge my phone for 2 min she said no .i mean I bought a coffee as well .it happened 24.12.2025,en,1766600138,a month ago,Hasitha Ranasinghe
ChIJo2YmlRoQdkgRDXViahxiPwU,Costa Coffee,5,"Like any other Costa Coffee, drink and food are the same.

Service is great, staff served with a smile and enjoy your drink.

Busy during morning time.",en,1701902820,2 years ago,Havana
ChIJo2YmlRoQdkgRDXViahxiPwU,Costa Coffee,5,"Friendly , good customer service!
Good and coffee not top level but acceptable",en,1684055396,2 years ago,謝家豪
ChIJo2YmlRoQdkgRDXViahxiPwU,Costa Coffee,1,"I went in for a coffee with a friend and a man came into the store and asked me for money. When I politely declined to give him any, he started spitting on me and racially abusing me. This went on for 45 mins while the staff did nothing. They even gave him a free coffee ! When I asked the shift supervisor for his name, he claimed that he didn't see  or hear anything. Women should be able to enjoy a coffee without this sort of abuse.",en,1737306663,a year ago,Maureen Pepper
ChIJo2YmlRoQdkgRDXViahxiPwU,Costa Coffee,5,"This place is my second home, i do my morning reading  there, i meet my bodies, sometimes meditate!😇, the staff are friends to everyone, they take alot from the community, it is not an easy spot to serve, they get robbed, violated and they had to hire a guard to protect the fridge for quite a while, i know them by name, they r so professional, clean and what they do to someone in need is remarkable!, never tried the food but coffee is my fav, it  is very busy there.",en,1750887932,7 months ago,Husen Saed
ChIJo2YmlRoQdkgRDXViahxiPwU,Costa Coffee,2,Got a simple order wrong. Clear communication with customers is the bare minimum.,en,1756636135,5 months ago,Enes T
ChIJe7qrwv4FdkgRgQfMbQNE2hY,La costa cafe,4,"Overall, the food was good and it was fairly affordable in a normal cafe setting.

The English breakfast was great. The normal was definitely enough. Sadly no drip/filter coffee, but we had Americanos and tea and they were both good. I was surprised by increased prices from what was on the past reviews, but it was still reasonably priced.",en,1750320444,7 months ago,Zoey Shutes
ChIJe7qrwv4FdkgRgQfMbQNE2hY,La costa cafe,5,"This place is a find!

There are so many cafes in the area but it can be hard to find a good quality veggie breakfast. This was the exception! It has really great options, all produced with care and of great quality.

The service and staff were really lovely as well - special shout out to MC Sina for the Sunday morning dance mix which set me up day!",en,1748170029,8 months ago,Andrew Bradley
ChIJe7qrwv4FdkgRgQfMbQNE2hY,La costa cafe,1,"**A Deeply Disappointing Experience – Unworthy of Hospitality**

Our recent visit to La Costa Cafe was, unfortunately, one of the most unsettling experiences we’ve had in any public setting. My friends and I entered seeking a peaceful time over coffee and light snacks. The ambiance appeared calm and welcoming at first; however, what followed was both unprofessional and deeply disheartening.

While we sat and conversed—as any group of friends would in a café—we were approached by a staff member, an older woman wearing glasses, who asked us to lower our voices, stating that she didn’t have her headache medicine. The request was delivered with a tone that felt more like a personal grievance than a courteous suggestion, leaving us shocked and confused.

What made this incident especially troubling was the clear sense of discrimination we felt. We could not ignore how her attitude shifted the moment she saw us—women of color wearing hijabs. Her approach lacked basic hospitality and respect, giving the impression that we were being singled out not for our behavior, but for our appearance.

A café should be a space of comfort, inclusion, and respect—not one where customers are made to feel like intruders. The management at La Costa Cafe needs to reevaluate the values they promote and the individuals they choose to represent them.

We left feeling humiliated, unwelcome, and hurt. This establishment failed us on every level.",en,1747094631,9 months ago,Amina Adam
ChIJe7qrwv4FdkgRgQfMbQNE2hY,La costa cafe,5,"It was an excellent breakfast we had in this restaurant, good quality of the food is excellent and so does with the service. Sitting on a terrace in the middle  of the city of Westminster on sunny morning was a blessing. Special thank you for Joseph for his wonderful service and professionalism, we definitely will recommend this restaurant and for sure we will come back when we visit London again.",en,1687419684,2 years ago,Kiky Isvi
ChIJe7qrwv4FdkgRgQfMbQNE2hY,La costa cafe,5,"Had breakfast here this morning on our last day in the area, I wish we had discovered this place earlier as the breakfast was the best we have had. All ingredients were extremely nice and tasty, the staff were very pleasant as well. We would 100% come back here in future",en,1744391439,10 months ago,Chloe Harris
ChIJcz1uVdUEdkgRYlnCNmimPrM,Costa Coffee,4,A nice find in the heart of the city for those on a tighter budget. The bakes look good and the hot chocolate is outstanding. The staff members are friendly and the toilet is clean.,en,1763516393,2 months ago,Chez Pool
ChIJcz1uVdUEdkgRYlnCNmimPrM,Costa Coffee,5,"Amazing toast. Was really tasty. The AC worked really well. When I was there it wasn't too crowded. The toilets are okay and the staff were really courteous.

Overall, unexpectedly a very pleasing experience since I didn't have high expectations.",en,1689026482,2 years ago,yeet yeet
ChIJcz1uVdUEdkgRYlnCNmimPrM,Costa Coffee,5,"I had a toasted sandwich, crisps, muffin and an Americano which was very enjoyable. The baristas were friendly and appeared to enjoy their work even though it was obvious that they were overworked and understaffed.

Update:  On my last two visits to Greenwich the coffee shop was closed down and there was no real alternative such as a Starbucks or Nero.",en,1718698134,a year ago,Keith Llewellyn
ChIJcz1uVdUEdkgRYlnCNmimPrM,Costa Coffee,5,Good place to just pop in for a quick coffee.  Friendly staff.   Coffee was spot on….!   Clean and tidy.,en,1769943149,a week ago,Clive
ChIJcz1uVdUEdkgRYlnCNmimPrM,Costa Coffee,1,"Me and my dad went into Costa and I managed to find a seat downstairs as all of the tables upstairs were full. I struggle with trays and steps  and  My dad struggles with steep stairs at the best of times — especially with wet shoes — so he hovered at the top of the stairs holding the tray, trying to decide if it was safe to come down. In the end, he decided not to risk it.

What really disappointed me was that not one member of staff offered to help. There was a vulnerable man clearly struggling to get down the stairs with food and drinks, and not even a word of assistance or concern from anyone.

It really wouldn’t have taken much for someone to offer a hand or even just acknowledge the situation. A simple bit of kindness and awareness would have made all the difference.",en,1761820834,3 months ago,Megan Rae
ChIJFaQto9YEdkgRb8pQrLpbVUA,Costa Coffee,5,"Nice spot for a quick coffee break in London. The coffee was good and served hot, and the staff were friendly and efficient. There was a decent selection of pastries and snacks, and the place was clean and comfortable. A reliable choice for a coffee on the go or to sit and relax for a bit.",en,1753178968,6 months ago,Claudia Camacho
ChIJFaQto9YEdkgRb8pQrLpbVUA,Costa Coffee,5,"We visited Central London yesterday evening (Christmas Eve) to see the Christmas lights and enjoy the festive atmosphere along Regent Street and surrounding area. The crowds did become a bit overwhelming and after much walking in what was a cold Winters night we found this Costa near Piccadilly Circus, which was a haven of warmth and peace, with very polite and helpful staff, who served us a delicious toastie and coffee at a very reasonable price. There's no rush to finish our food and the place is kept very clean, with seating on ground and lower floor, where there's a customer lavatory. Our bus home stooped outside the Costa, so a perfect end to an evening out.",en,1766700642,a month ago,Tone Schofield
